@relation 'Loan_Default-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.Resample-S1-Z66.0-weka.filters.unsupervised.attribute.Remove-R1-9,13-17,19,21,23-27,29,32'

@attribute rate_of_interest numeric
@attribute Interest_rate_spread numeric
@attribute Upfront_charges numeric
@attribute construction_type {sb,mh}
@attribute Secured_by {home,land}
@attribute income numeric
@attribute LTV numeric
@attribute Security_Type {direct,Indriect}
@attribute Status {yes,no}

@data
4.5,0.8004,1250,sb,home,5520,73.148148,direct,no
?,?,?,sb,home,1680,72.606383,direct,yes
3.5,0.2942,2862.5,sb,home,2820,55.482456,direct,no
3.625,-0.0541,5200,sb,home,8460,65.160891,direct,no
4.625,1.1705,4657.08,sb,home,5040,77.925532,direct,no
3.375,-0.3517,3660,sb,home,7440,73.594378,direct,no
3.99,0.5209,16868.7,sb,home,13200,49.379139,direct,no
3.25,-0.1371,6039.15,sb,home,1860,44.617225,direct,no
3.125,-0.0771,246,sb,home,10260,47.936321,direct,no
5.375,1.2538,4384.13,sb,home,5580,67.287234,direct,no
?,?,?,sb,home,5460,93.238994,direct,yes
3.75,-0.2084,5373.41,sb,home,3420,80.963303,direct,no
4.18,0.2258,7630,sb,home,2940,58.831522,direct,no
3.25,-0.1786,398.37,sb,home,6180,102.248677,direct,no
5.25,1.1046,6848,sb,home,5340,80.02451,direct,no
4.75,0.6669,0,sb,home,6720,80.776515,direct,no
3.49,-0.2025,750,sb,home,3300,88.246269,direct,no
?,?,?,sb,home,9540,72.121535,direct,yes
?,?,?,sb,home,7980,28.046595,direct,yes
3.75,0.7553,2805.43,sb,home,3840,82.303371,direct,no
4.125,0.6283,7118.04,sb,home,4740,70.752896,direct,no
3.875,0.5859,4281,sb,home,4620,39.321608,direct,no
3.75,-0.0248,0,sb,home,22560,58.585165,direct,no
3.875,0.185,0,sb,home,15420,77.537129,direct,no
4.56,1.1045,4706,sb,home,7320,88.246269,direct,no
5.5,1.4654,1032.8,sb,home,3900,66.891892,direct,no
3.5,0.5271,?,sb,home,11940,78.882576,direct,no
4.18,-0.0221,3316.86,sb,home,4860,71.901709,direct,no
4.625,0.3234,6160.84,sb,home,6000,99.369748,direct,no
?,?,?,sb,home,9120,84.388646,direct,yes
3.875,0.8039,3680,sb,home,7860,80.02451,direct,no
4.25,0.4009,7690.3,sb,home,12720,68.024345,direct,no
3.99,0.3798,9324.5,sb,home,12600,68.80531,direct,no
5.375,1.0782,0,sb,home,10320,80.652866,direct,no
4.25,1.1361,2956.25,sb,home,1980,62.681159,direct,no
4.875,1.0069,2500,sb,home,3060,59.831461,direct,no
3.625,-0.0112,0,sb,home,11460,68.714689,direct,no
?,?,?,sb,home,40620,74.441341,direct,yes
3.5,0.143,5166.01,sb,home,2460,56.859756,direct,no
3.875,0.4899,4450,sb,home,5280,59.892086,direct,no
3.99,0.3164,8076.7,sb,home,20640,70.194274,direct,no
4.75,0.5584,4736.11,sb,home,5520,68.081761,direct,no
3.99,0.256,2453.16,sb,home,8040,79.471545,direct,no
4.625,0.1871,1435,sb,home,3540,98.986486,direct,no
4.56,1.0279,360.64,sb,home,13740,78.645833,direct,no
3.375,-0.0005,7002.58,sb,home,4320,46.685606,direct,no
3.625,0.1039,1081.28,sb,home,8280,35.562866,direct,no
4,-0.0877,0,sb,home,6900,68.083756,direct,no
?,?,?,sb,home,4680,82.58547,direct,yes
4.125,0.4433,4890.63,sb,home,3060,90.137615,direct,no
3.625,0.0304,56.38,sb,home,3540,73.840206,direct,no
4.75,0.4098,400,sb,home,6900,57.275132,direct,no
3.99,0.5766,1615.78,sb,home,5460,69.275701,direct,no
5.875,1.4826,4670,sb,home,10500,79.575893,direct,no
3.99,0.0053,6199.54,sb,home,6960,80.570652,direct,no
3.75,-0.108,914.4,sb,home,7140,79.275093,direct,no
3.625,0.9856,4029.95,sb,home,4260,86.764706,direct,no
4.125,0.636,1622.13,sb,home,2220,33.585859,direct,no
3.625,0.0489,3898,sb,home,12540,82.523511,direct,no
5.375,1.2583,2508.44,sb,home,6360,68.382353,direct,no
?,?,?,sb,home,3480,84.514925,direct,yes
4.5,1.2422,2125.52,sb,home,2100,75.390625,direct,no
3.5,-0.0706,1229.19,sb,home,2880,46.413934,direct,no
3.625,-0.0537,3586.38,sb,home,4560,74.6139,direct,no
4.99,1.181,2170.98,sb,home,2460,78.061224,direct,no
3.875,0.1979,0,sb,home,8460,90.311653,direct,no
3.875,0.1187,7321.74,sb,home,38400,60.441527,direct,no
3.75,0.0091,3317.5,sb,home,9600,64.274691,direct,no
?,?,?,sb,home,2400,143.75,direct,yes
3.75,-0.5326,3340.96,sb,home,7080,75.717703,direct,no
4.625,1.3978,3296.88,sb,home,1440,61.574074,direct,no
3.875,0.2554,3385,sb,home,1980,70.292208,direct,no
4.75,0.5892,6188.43,sb,home,6780,80.027933,direct,no
4.625,0.5777,0,sb,home,7080,84.16955,direct,no
3.99,0.7105,4285.17,sb,home,5460,94.144981,direct,no
3.625,0.5807,4287.5,sb,home,21420,82.718121,direct,no
4.75,1.2188,6892,sb,home,4020,68.081761,direct,no
3.75,0.0235,382.2,sb,home,7380,59.304207,direct,no
4,0.388,995,sb,home,8520,64.136905,direct,no
?,?,?,sb,home,6900,102.033493,direct,yes
4.25,0.6601,48.64,sb,home,19920,73.328691,direct,no
4.375,0.062,1295,sb,home,6840,79.20082,direct,no
5.375,0.8618,1150,sb,home,9360,66.826923,direct,no
3.5,0.0048,4037.5,sb,home,4680,99.157303,direct,no
3.99,0.4223,2287.5,sb,home,3600,50.762195,direct,no
3.75,0.2694,7444.82,sb,home,5460,81.084656,direct,no
4.375,0.0929,0,sb,home,9180,94.550173,direct,no
4.625,1.5999,0,sb,home,2520,80.963303,direct,no
3.875,0.3864,4820,sb,home,2700,77.052239,direct,no
3.5,-0.1107,12171.5,sb,home,14340,66.133896,direct,no
5.125,1.6567,1588.8,sb,home,1740,65.449438,direct,no
3.875,0.5046,795,sb,home,4500,95.168067,direct,no
4.375,0.2067,589.06,sb,home,6780,78.882576,direct,no
4.25,0.7765,4630,sb,home,4080,68.640351,direct,no
?,?,?,sb,home,4020,59.242958,direct,yes
3.5,0.6249,4200.78,sb,home,7980,71.169355,direct,no
4.875,0.4618,2274.67,sb,home,5820,68.045775,direct,no
4.875,0.7409,1711.13,sb,home,1680,90.254237,direct,no
?,?,?,sb,home,0,72.993311,direct,yes
2.99,0.0687,6308.3,sb,home,11160,60.304659,direct,no
4.5,0.3445,2755.62,sb,home,2760,98.728814,direct,no
4.25,0.5168,1175.88,sb,home,7620,78.846154,direct,no
3.99,0.2203,9600,sb,home,11820,80.016447,direct,no
3.75,-0.0178,660.26,sb,home,12420,56.763527,direct,no
4.375,-0.023,0,sb,home,8220,55.423554,direct,no
3.5,-0.0207,5689.25,sb,home,10500,32.654185,direct,no
4.25,0.2066,2490.63,sb,home,10800,63.888889,direct,no
5.5,1.362,0,sb,home,6720,80.021834,direct,no
?,?,?,sb,home,18240,19.610092,direct,yes
3.875,0.1192,2442.36,sb,home,7380,79.03423,direct,no
4.625,0.9804,4100,sb,home,26520,79.471545,direct,no
3.8,-0.0761,0,sb,home,13500,79.775943,direct,no
3.5,-0.1965,4500,sb,home,4200,72.145669,direct,no
?,?,?,sb,home,4380,99.479167,direct,yes
3.375,0.3676,3325,sb,home,9180,50.584112,direct,no
4.25,0.219,8908.15,sb,home,3180,74.371069,direct,no
3.99,0.8691,1250,sb,home,7020,74.280576,direct,no
?,?,?,sb,home,3900,79.575893,direct,yes
3.375,0.412,945,sb,home,4440,75.173611,direct,no
3.99,0.3663,5690,sb,home,4800,57.965686,direct,no
4.25,0.7935,2321.41,sb,home,10440,71.262887,direct,no
?,?,?,sb,home,7200,74.114173,direct,yes
5.19,0.787,2807.04,sb,home,7080,73.187633,direct,no
?,?,?,sb,home,23760,76.098901,direct,yes
5.5,1.4198,2368.75,sb,home,4380,70.833333,direct,no
?,?,?,sb,home,0,71.067416,direct,yes
5.625,1.3036,1150,sb,home,3120,70.683453,direct,no
3.99,-0.0229,5000,sb,home,9120,83.890845,direct,no
3.625,-0.2081,343.68,sb,home,9840,72.898707,direct,no
3.25,0.281,5096.29,sb,home,4380,80.570652,direct,no
3.75,0.0663,1355.5,sb,home,13500,72.243108,direct,no
3.75,0.2198,6703,sb,home,9240,61.544586,direct,no
3.99,0.6498,3810,sb,home,3540,67.287234,direct,no
3.375,-0.0324,3382.54,sb,home,1800,71.788991,direct,no
4.625,1.1435,0,sb,home,8520,95.062696,direct,no
3.75,0.1345,4750,sb,home,4680,29.51505,direct,no
2.475,-0.3893,436.87,sb,home,11040,74.791232,direct,no
4.99,0.8894,5065,sb,home,10560,79.653285,direct,no
4.375,0.8345,7654.4,sb,home,6720,79.70679,direct,no
3.875,-0.3296,5802.5,sb,home,5940,67.938497,direct,no
4,0.0039,138.22,sb,home,9660,83.756684,direct,no
3.75,0.1776,?,sb,home,5580,68.415179,direct,no
5.375,1.331,3295.5,sb,home,13500,82.563025,direct,no
4.5,0.5256,1150,sb,home,8940,80.027933,direct,no
4.625,1.0992,5100.24,sb,home,4200,86.073825,direct,no
3.99,0.6788,5340.63,sb,home,3240,79.233871,direct,no
4.49,1.3309,0,sb,home,4500,83.914729,direct,no
?,?,?,sb,home,5220,43.040089,direct,yes
4.125,-0.181,0,sb,home,7140,79.336735,direct,no
?,?,?,sb,home,2820,98.611111,direct,yes
4.375,0.3268,3923.31,sb,home,2460,28.174603,direct,no
3.99,0.8942,1797.75,sb,home,24120,69.295302,direct,no
3.99,0.2557,163.83,sb,home,6780,96.732523,direct,no
3.99,0.5321,8561.19,sb,home,5520,73.538961,direct,no
3.375,0.3925,1587.5,sb,home,4080,57.352941,direct,no
4.5,0.418,3860,sb,home,8700,83.83758,direct,no
5.375,1.2691,3150,sb,home,1620,42.943548,direct,no
3.375,-0.4194,850.65,sb,home,10440,69.295302,direct,no
3.75,-0.1914,3570,sb,home,9000,78.474903,direct,no
?,?,?,sb,home,1380,18.75,direct,yes
4,0.7114,2481.73,sb,home,5400,90.680473,direct,no
3.625,0.2036,6199.78,sb,home,6840,43.473896,direct,no
3.625,0.2288,7165,sb,home,3840,56.270903,direct,no
4,0.3754,0,sb,home,3960,88.504464,direct,no
4.75,0.7728,1868.63,sb,home,4380,57.8125,direct,no
?,?,?,sb,home,12720,62.731481,direct,yes
?,?,?,sb,home,11760,95.78877,direct,yes
4.875,0.397,828.52,sb,home,6240,74.641577,direct,no
4.5,0.9815,4970,sb,home,3360,75.201613,direct,no
3.25,-0.3466,5620,sb,home,5700,59.133612,direct,no
4.375,1.4842,3657.5,sb,home,5700,68.640351,direct,no
?,?,?,sb,home,5400,98.828125,direct,yes
4.875,1.3582,0,sb,home,13560,37.605485,direct,no
?,?,?,sb,home,8820,65.939597,direct,yes
3.875,0.2564,4664.13,sb,home,11160,75.735294,direct,no
?,?,?,sb,home,4140,84.547739,direct,yes
?,?,?,sb,home,2400,87.921348,direct,yes
4.875,0.9368,4429.25,sb,home,2400,73.989899,direct,no
3.99,-0.0456,6177.5,sb,home,5400,53.700658,direct,no
4.99,1.493,2973.56,sb,home,6360,60.817308,direct,no
3.625,0.8015,4537.5,sb,home,11640,35.576923,direct,no
2.99,0.0518,3983.1,sb,home,4320,78.846154,direct,no
?,?,?,sb,home,3180,49.567474,direct,yes
4.99,0.8156,7310,sb,home,11220,68.822394,direct,no
4.56,0.5001,250,sb,home,8700,80.783582,direct,no
3.5,-0.0908,6781.25,sb,home,14760,62.029289,direct,no
?,?,?,sb,home,3060,68.229167,direct,yes
4.75,0.3711,2118.63,sb,home,4800,60.742188,direct,no
3.625,1.3263,6028.99,sb,home,6480,99.460432,direct,no
3.625,-0.1435,4312.5,sb,home,9000,69.258721,direct,no
?,?,?,sb,home,2340,163.425926,direct,yes
4.125,0.2476,1250,sb,home,14460,66.765705,direct,no
3.875,0.5071,4814,sb,home,1920,47.564935,direct,no
?,?,?,sb,home,6120,85.614525,direct,yes
4.25,0.2617,602.36,sb,home,7860,91.317992,direct,no
3.75,0.3936,6118.85,sb,home,4620,75.201613,direct,no
3.5,0.0129,6110,sb,home,8100,56.278539,direct,no
?,?,?,sb,home,4260,55.222841,direct,yes
4.625,1.1252,3130,sb,home,3840,60.817308,direct,no
3.99,0.7879,3655.99,sb,home,3240,41.615854,direct,no
3.5,-0.0409,15195.94,sb,home,6660,67.713904,direct,no
4.875,0.552,104.62,sb,home,9300,80.886628,direct,no
4.625,0.9644,2843.55,sb,home,7500,85.472973,direct,no
4.25,0.4216,?,sb,home,3240,61.363636,direct,no
?,?,?,sb,home,4020,55.174292,direct,yes
4.875,1.4713,1250,sb,home,2700,38.91129,direct,no
3.625,0.6438,3722.32,sb,home,9720,72.260274,direct,no
3.99,1.1133,4077.61,sb,home,5400,79.233871,direct,no
4.25,1.5885,790.53,sb,home,6660,99.512987,direct,no
4.125,0.3539,3908.16,sb,home,6120,94.312169,direct,no
3.625,0.1461,12740,sb,home,4380,61.544586,direct,no
4.56,0.1275,0,sb,home,5160,73.594378,direct,no
3.375,-0.0371,4695.5,sb,home,6060,43.725869,direct,no
3.99,-0.1211,8530,sb,home,3540,18.845566,direct,no
?,?,?,sb,home,10620,83.890845,direct,yes
3.99,0.6646,4515,sb,home,3540,61.554622,direct,no
3.625,-0.0194,7260,sb,home,16020,49.489101,direct,no
3.99,0.3911,1160,sb,home,4080,58.217993,direct,no
4.75,1.4046,1159.54,sb,home,13020,78.110048,direct,no
4.375,0.4662,4802.5,sb,home,9600,55.872483,direct,no
3.125,0.8189,4298.59,sb,home,2700,39.738806,direct,no
3.99,0.8125,3986.46,sb,home,2100,94.471154,direct,no
3.75,0.1642,6787.5,sb,home,12840,49.115566,direct,no
4.125,1.3294,2762,sb,home,4620,81.25,direct,no
4.375,0.0467,1730,sb,home,2280,53.995434,direct,no
4.375,0.5465,7832.19,sb,home,4860,86.073825,direct,no
3.5,-0.0583,1788.2,sb,home,10140,56.002825,direct,no
3.5,0.6533,0,sb,home,5220,85.550459,direct,no
?,?,?,sb,home,6600,80.02451,direct,yes
?,?,?,sb,home,7320,20.646438,direct,yes
?,?,?,sb,home,8880,33.215179,direct,yes
?,?,?,sb,home,1380,75.297619,direct,yes
4.99,1.4946,3022,sb,home,3480,89.351852,direct,no
4.875,0.7552,4174.8,sb,home,1680,60.658915,direct,no
?,?,?,sb,home,6180,53.15126,direct,yes
3.5,-0.1865,5562.5,sb,home,8400,65.855457,direct,no
3.99,-0.3149,0,sb,home,10680,58.905013,direct,no
3.25,-0.2785,10535,sb,home,7680,90.680473,direct,no
4.375,1.0647,2062.5,sb,home,2340,58.838384,direct,no
4.625,1.6535,?,sb,home,1920,88.56383,direct,no
3.75,0.4924,8619.71,sb,home,3840,79.362416,direct,no
2.99,-0.0648,2591.25,sb,home,6900,57.275132,direct,no
3.625,0.3481,6421,sb,home,4320,78.846154,direct,no
4.625,1.4833,6110,sb,home,6180,77.515723,direct,no
3.75,0.032,0,sb,home,6300,60.210396,direct,no
4.625,1.06,1713,sb,home,8940,72.321429,direct,no
4.875,0.3811,1875,sb,home,2100,65.449438,direct,no
4,0.5821,6135.27,sb,home,10800,89.248021,direct,no
?,?,?,sb,home,2220,81.25,direct,yes
3.5,0.0932,8945,sb,home,4380,64.271654,direct,no
3.375,0.0893,7156.25,sb,home,4140,52.920561,direct,no
3.99,0.6641,6750,sb,home,4440,78.645833,direct,no
4.625,0.7062,1150,sb,home,4800,95.168067,direct,no
3.625,0.1278,6593.75,sb,home,6180,56.397638,direct,no
4.99,1.1478,2215.09,sb,home,3180,83.088235,direct,no
4.125,-0.0449,?,sb,home,12240,59.176587,direct,no
5.875,1.5018,7677,sb,home,12480,42.413949,direct,no
5.75,1.4555,5130.8,sb,home,16140,70.049779,direct,no
4.18,0.1856,4001.88,sb,home,2640,89.141414,direct,no
3.875,1.0183,1861.02,sb,home,4200,49.100719,direct,no
4.375,0.1502,6779.69,sb,home,5940,78.994845,direct,no
4.375,0.5491,456.41,sb,home,3960,79.362416,direct,no
3.875,0.405,9359.38,sb,home,7680,88.407821,direct,no
3.875,0.423,3120.96,sb,home,9360,79.241645,direct,no
?,?,?,sb,home,1080,58.445946,direct,yes
3.99,-0.2371,0,sb,home,5820,99.704724,direct,no
4.25,1.2943,2031.25,sb,home,2580,43.923611,direct,no
3.625,0.0616,0,sb,home,?,81.47482,direct,no
3.625,-0.0318,1620.9,sb,home,13440,62.266355,direct,no
3.25,0.4301,10785.35,sb,home,8340,91.440217,direct,no
4.5,0.3726,3543.75,sb,home,6900,57.352941,direct,no
4.875,1.2034,2255,sb,home,4860,78.846154,direct,no
4,0.3276,2445.07,sb,home,7980,65.21164,direct,no
4.99,1.1832,2558.72,sb,home,6900,85.071942,direct,no
?,?,?,sb,home,2280,58.928571,direct,yes
3.625,0.0241,0,sb,home,7380,45.473538,direct,no
?,?,?,sb,home,10620,89.524422,direct,yes
?,?,?,sb,home,4200,94.312169,direct,yes
3.625,0.7053,9868.22,sb,home,10500,75.519031,direct,no
2.99,0.152,8675,sb,home,14820,30.311355,direct,no
6.24,1.202,?,sb,home,10860,13.516746,direct,no
4.375,0.7167,4377.5,sb,home,4980,58.827684,direct,no
3.875,-0.0949,0,sb,home,7200,26.226994,direct,no
4.99,0.4152,0,sb,home,6600,43.959108,direct,no
4.99,0.2013,457.6,sb,home,5160,63.569079,direct,no
3.99,0.2075,0,sb,home,11760,78.07971,direct,no
3.99,0.5811,496.57,sb,home,6120,96.006944,direct,no
3.69,0.0562,1287.74,sb,home,4320,84.547739,direct,no
3.625,0.044,4200,sb,home,9180,47.534143,direct,no
4.625,0.3935,5891.59,sb,home,7920,81.392694,direct,no
4.125,0.164,5783.68,sb,home,6240,75.793651,direct,no
3.75,0.2215,5364,sb,home,5520,92.96875,direct,no
?,?,?,sb,home,12540,64.518805,direct,yes
3.25,0.0551,11057.33,sb,home,7200,92.464115,direct,no
4.625,0.5824,9165.2,sb,home,18060,64.83463,direct,no
3.5,0.1564,5267,sb,home,3900,50.473485,direct,no
?,?,?,sb,home,1620,37.403101,direct,yes
3.69,0.1357,5589.63,sb,home,2940,69.970414,direct,no
4,0.212,0,sb,home,8400,73.230088,direct,no
4.25,0.8703,1298.75,sb,home,4080,58.838384,direct,no
3.99,0.1474,?,sb,home,2340,59.765625,direct,no
4.125,0.6568,1250,sb,home,1980,81.798246,direct,no
4.125,0.9228,6775.88,sb,home,8340,95.502092,direct,no
?,?,?,sb,home,6900,72.683398,direct,yes
4.75,0.4436,3814.75,sb,home,5460,81.798246,direct,no
3.25,0.2396,1057.98,sb,home,4800,85.64257,direct,no
3.99,0.456,4837.5,sb,home,7620,62.957317,direct,no
4.875,1.3482,3948.75,sb,home,3840,60.817308,direct,no
?,?,?,sb,home,2160,59.868421,direct,yes
?,?,?,sb,home,3720,96.006944,direct,yes
4.99,0.642,1850,sb,home,3120,41.332117,direct,no
4.25,0.846,2035,sb,home,5760,55.872483,direct,no
?,?,?,sb,home,9840,71.701389,direct,yes
4.25,0.4182,150.7,sb,home,5400,78.439153,direct,no
4.25,0.9613,4604.38,sb,home,2220,94.191919,direct,no
4.25,0.1684,4890.75,sb,home,5460,51.637555,direct,no
?,?,?,sb,home,11040,78.609155,direct,yes
3.56,-0.1541,1456.85,sb,home,5040,50.492126,direct,no
4.75,0.4295,1150,sb,home,5460,74.58159,direct,no
3.375,0.2244,6150,sb,home,21660,62.61646,direct,no
3.25,-0.0104,8377.2,sb,home,10560,58.634868,direct,no
4.375,0.5166,1150,sb,home,18120,62.532134,direct,no
?,?,?,sb,home,9180,69.104803,direct,yes
4.75,1.5267,1060.53,sb,home,3300,98.611111,direct,no
4.5,0.1056,3185,sb,home,10320,58.237822,direct,no
?,?,?,sb,home,3780,65.449438,direct,yes
3.625,0.9113,2758.2,sb,home,1440,70.432692,direct,no
3.5,0.0227,17345,sb,home,5040,46.067881,direct,no
3.375,0.7262,5188.75,sb,home,2880,52.697842,direct,no
4.56,0.642,2150,sb,home,3600,96.597633,direct,no
4,-0.2903,?,sb,home,7800,68.528184,direct,no
4.625,0.6274,6103.9,sb,home,5700,75.717703,direct,no
4.625,0.187,0,sb,home,15720,62.861011,direct,no
3.75,0.2752,5308.12,sb,home,3960,77.877698,direct,no
4.5,0.1122,604.12,sb,home,9300,80.502392,direct,no
3.25,-0.1177,7100,sb,home,1800,66.061453,direct,no
3.875,0.4916,10869.69,sb,home,4500,75.072674,direct,no
?,?,?,sb,home,5820,67.95977,direct,yes
3.99,0.516,6606.25,sb,home,5280,71.226415,direct,no
3.625,0.0708,6734.8,sb,home,2640,27.705411,direct,no
3.625,-0.253,0,sb,home,4920,75.485437,direct,no
3.5,-0.0157,5232.5,sb,home,4920,71.28821,direct,no
?,?,?,sb,home,3960,71.004098,direct,yes
3.99,0.5462,2824.42,sb,home,12060,75.173611,direct,no
4.375,0.6665,4136.58,sb,home,4080,81.25,direct,no
4.25,-0.1241,0,sb,home,6180,72.879464,direct,no
4.375,1.2527,2436.52,sb,home,7200,99.395161,direct,no
4.5,1.0231,0,sb,home,9360,90.770609,direct,no
2.975,-0.3897,459.35,sb,home,19560,63.342697,direct,no
4.5,1.4434,3225,sb,home,4200,77.173913,direct,no
?,?,?,sb,home,5580,75.13587,direct,yes
3.875,1.1711,3212.5,sb,home,8100,43.470149,direct,no
4.125,0.4004,1044.6,sb,home,10680,63.569079,direct,no
?,?,?,sb,home,6060,82.130282,direct,yes
3.99,0.6749,5368,sb,home,2640,68.410853,direct,no
3.99,0.5249,3184.47,sb,home,6540,48.156342,direct,no
4.375,0.6102,1600,sb,home,1560,52.314815,direct,no
3.99,0.4807,7696.25,sb,home,7140,60.758197,direct,no
3.99,0.2692,3132.68,sb,home,3180,93.019481,direct,no
5.375,1.3867,4116.51,sb,home,5820,84.42029,direct,no
4.75,0.2067,3774.64,sb,home,5640,66.263941,direct,no
?,?,?,sb,home,4020,80.021834,direct,yes
3.99,0.4523,3028.48,sb,home,6600,80.369718,direct,no
4.56,0.406,1695,sb,home,7860,44.694397,direct,no
?,?,?,sb,home,8760,78.645833,direct,yes
3.625,0.2079,15044.68,sb,home,6780,58.972772,direct,no
3.5,1.2119,4881.5,sb,home,4860,93.154762,direct,no
?,?,?,sb,home,6840,94.987923,direct,yes
?,?,?,sb,home,2880,78.846154,direct,yes
?,?,?,sb,home,4140,82.563025,direct,yes
4.5,0.8735,1680,sb,home,5760,48.72449,direct,no
?,?,?,sb,home,8100,97.313084,direct,yes
3.625,0.0278,7050,sb,home,9180,57.239382,direct,no
3.875,0.0567,5774.41,sb,home,16380,52.308239,direct,no
4.375,-0.0628,904.8,sb,home,8460,80.011013,direct,no
?,?,?,sb,home,0,69.3769,direct,yes
4.75,0.3858,2661.36,sb,home,7980,50.558036,direct,no
4.75,0.6891,0,sb,home,14640,93.39172,direct,no
4.625,0.9137,1250,sb,home,2340,70.292208,direct,no
2.75,0.1617,12453.13,sb,home,14700,62.764085,direct,no
3.875,0.7823,4096.58,sb,home,2760,84.42029,direct,no
4.75,1.0088,5627.05,sb,home,9420,74.761337,direct,no
4.5,0.3638,6896.19,sb,home,11220,77.416357,direct,no
4.99,1.3842,3921.86,sb,home,6720,69.104803,direct,no
4.99,1.2964,3566.85,sb,home,6960,59.422111,direct,no
?,?,?,sb,home,18600,59.97741,direct,yes
4.375,0.2531,2652.86,sb,home,5220,27.98103,direct,no
4.25,1.5622,1817.33,sb,home,3420,98.076923,direct,no
4.75,1.2648,2770,sb,home,11880,72.928994,direct,no
4.75,0.296,950,sb,home,7980,75.094697,direct,no
3.875,0.1887,1131.88,sb,home,6180,80.314371,direct,no
3.5,0.167,9753.5,sb,home,6180,83.956693,direct,no
3.99,0.22,1095,sb,home,7620,67.230576,direct,no
5.125,1.0873,0,sb,home,3720,71.61215,direct,no
3.25,0.4319,?,sb,home,12900,63.084633,direct,no
4.25,0.662,0,sb,home,6060,97.73622,direct,no
3.5,0.7421,4952.58,sb,home,1740,63.104839,direct,no
4.25,0.1761,4387.5,sb,home,3600,71.262887,direct,no
3.625,-0.253,0,sb,home,7860,60.304659,direct,no
3.375,-0.1993,8064.83,sb,home,16500,74.791232,direct,no
5.5,1.2333,1848.25,sb,home,3180,42.943548,direct,no
4.5,0.5049,4648.75,sb,home,2280,65.756303,direct,no
?,?,?,sb,home,6660,82.035176,direct,yes
?,?,?,sb,home,1800,55.434783,direct,yes
4.75,0.4818,0,sb,home,2760,99.050633,direct,no
3.75,-0.2525,5954.5,sb,home,6360,66.351744,direct,no
3.99,-0.1625,4800,sb,home,10680,80.016447,direct,no
3.75,0.3187,10671.38,sb,home,5160,65.562249,direct,no
?,?,?,sb,home,4440,77.925532,direct,yes
?,?,?,sb,home,10020,44.121287,direct,yes
3.375,0.0506,396.01,sb,home,6420,102.951389,direct,no
3.75,0.07,795,sb,home,29520,71.792763,direct,no
4.5,1.086,?,sb,home,5340,79.454023,direct,no
5.5,1.3543,5323.75,sb,home,3900,69.589552,direct,no
4.375,0.6493,?,sb,home,20940,50.182749,direct,no
4.25,-0.1862,1562.84,sb,home,8760,79.18956,direct,no
3.99,0.4465,6418,sb,home,5640,83.279221,direct,no
3.875,-0.0608,9720,sb,home,3900,80.021834,direct,no
3.625,0.2629,10423.06,sb,home,5220,69.275701,direct,no
4.25,1.3861,2621,sb,home,7380,65.625,direct,no
3.625,0.5345,0,sb,home,7320,81.25,direct,no
4.375,-0.0502,6862,sb,home,5460,88.127413,direct,no
3.375,0.3107,0,sb,home,6180,94.458763,direct,no
?,?,?,sb,home,2460,93.882979,direct,yes
3.625,0.5451,3933.55,sb,home,1740,69.345238,direct,no
3.625,0.5046,0,sb,home,5880,81.534954,direct,no
3.875,-0.2251,5255.88,sb,home,9000,57.19246,direct,no
3.75,0.2501,4914.9,sb,home,6900,41.64604,direct,no
3.875,0.5075,5453.52,sb,home,4080,83.279221,direct,no
?,?,?,sb,home,3840,99.157303,direct,yes
3.875,0.4998,295,sb,home,6900,94.454225,direct,no
3.5,-0.1725,8675.1,sb,home,7800,57.859281,direct,no
4.56,0.4887,2668.75,sb,home,5460,75.122549,direct,no
3.75,0.1723,2870.63,sb,home,3720,89.663462,direct,no
4.875,0.51,1435,sb,home,6000,72.586634,direct,no
3.75,0.2443,4245.97,sb,home,7620,73.93617,direct,no
4.625,1.137,1255.5,sb,home,6480,35.19536,direct,no
3.875,-0.145,217,sb,home,5460,36.357868,direct,no
?,?,?,sb,home,5580,84.722222,direct,yes
4.5,0.9012,0,sb,home,12120,94.976636,direct,no
?,?,?,sb,home,4860,94.724771,direct,yes
4,-0.4208,0,sb,home,10140,60.844749,direct,no
3.49,1.0794,5432.51,sb,home,3420,94.471154,direct,no
4.125,1.1517,4748,sb,home,6600,80.783582,direct,no
3.75,0.1332,0,sb,home,8640,57.211538,direct,no
?,?,?,sb,home,4620,72.651007,direct,yes
3.625,-0.0953,0,sb,home,4560,72.103659,direct,no
4.25,0.142,0,sb,home,5220,52.055921,direct,no
5.5,1.4872,2202.19,sb,home,1260,83.088235,direct,no
5.19,1.4526,4026,sb,home,15300,65.202703,direct,no
3.875,0.5893,10104.64,sb,home,3240,65.562249,direct,no
3.875,0.315,5406.25,sb,home,4440,67.95977,direct,no
3.625,0.3813,0,sb,home,5940,74.543379,direct,no
3.875,0.4068,7450,sb,home,9660,53.826531,direct,no
3.875,0.1809,0,sb,home,5640,12.967644,direct,no
